RAW Data export file (comma separated)


Client:	John,Sample
Session:	Allan1 
Date:	26-07-2017
Time:	14:36:46
Duration:	317	Seconds.
Output rate:	128	Samples/sec.

128 SPS,32 SPS,
Sensor-G:BVP,Sensor-H:RSP,Events,


-35.279,737.222,,
-36.019,737.222,,
-36.497,737.222,,
-36.673,737.222,,
-36.567,737.284,,
-36.349,737.284,,
-35.955,737.284,,
-35.706,737.284,,
-35.723,737.538,,
-35.680,737.538,,
-35.591,737.538,,
-35.699,737.538,,
-35.865,737.714,,
-35.986,737.714,,
-36.201,737.714,,
-36.455,737.714,,
-36.627,737.991,,
-36.646,737.991,,
-36.625,737.991,,
-36.460,737.991,,
-36.277,738.230,,
-36.246,738.230,,
-36.088,738.230,,
-35.708,738.230,,
-35.139,738.473,,
-34.594,738.473,,
-34.525,738.473,,
-34.881,738.473,,
-35.458,738.784,,
-36.241,738.784,,
-37.344,738.784,,
-38.415,738.784,,
-39.373,738.955,,
-39.663,738.955,,
-39.157,738.955,,
-38.377,738.955,,
-37.745,739.270,,
-37.591,739.270,,
-37.579,739.270,,
-37.532,739.270,,
-37.437,739.452,,
-37.341,739.452,,
-37.328,739.452,,
-37.534,739.452,,
-37.727,739.779,,
-38.089,739.779,,
-38.054,739.779,,
-37.650,739.779,,
-37.093,740.000,,
-36.917,740.000,,
-37.205,740.000,,
-37.506,740.000,,
-37.584,740.139,,
-37.398,740.139,,
-37.223,740.139,,
-37.193,740.139,,
-37.061,740.517,,
-36.881,740.517,,
-36.721,740.517,,
-36.581,740.517,,
-36.455,740.536,,
-36.308,740.536,,
-36.261,740.536,,
-36.043,740.536,,
-35.752,740.820,,
-35.688,740.820,,
-35.769,740.820,,
-36.048,740.820,,
-36.394,741.084,,
-36.763,741.084,,
-37.148,741.084,,
-37.196,741.084,,
-36.838,741.401,,
-36.038,741.401,,
-34.763,741.401,,
-33.192,741.401,,
-31.482,741.596,,
-29.374,741.596,,
-27.111,741.596,,
-24.872,741.596,,
-23.093,741.861,,
-21.779,741.861,,
-20.893,741.861,,
-20.561,741.861,,
-20.666,742.145,,
-21.065,742.145,,
-21.549,742.145,,
-22.287,742.145,,
-23.057,742.471,,
-23.698,742.471,,
-24.522,742.471,,
-25.527,742.471,,
-26.351,742.984,,
-27.366,742.984,,
-28.360,742.984,,
-29.293,742.984,,
-30.313,743.329,,
-31.269,743.329,,
-32.031,743.329,,
-32.563,743.329,,
-32.916,743.736,,
-33.377,743.736,,
-33.714,743.736,,
-33.895,743.736,,
-34.342,744.185,,
-35.044,744.185,,
-35.806,744.185,,
-36.383,744.185,,
-36.565,744.787,,
-36.475,744.787,,
-36.151,744.787,,
-35.936,744.787,,
-35.889,745.268,,
-35.943,745.268,,
-35.961,745.268,,
-35.775,745.268,,
-35.731,745.732,,
-36.196,745.732,,
-36.654,745.732,,
-36.675,745.732,,
-36.555,746.383,,
-36.691,746.383,,
-36.975,746.383,,
-37.062,746.383,,
-36.893,746.874,,
-36.585,746.874,,
-36.256,746.874,,
-35.873,746.874,,
-35.646,747.348,,
-35.649,747.348,,
-35.574,747.348,,
-35.583,747.348,,
-35.963,747.643,,
-36.424,747.643,,
-36.650,747.643,,
-36.570,747.643,,
-36.225,747.985,,
-36.293,747.985,,
-36.546,747.985,,
-36.790,747.985,,
-37.471,748.227,,
-38.234,748.227,,
-38.874,748.227,,
-39.493,748.227,,
-40.025,748.406,,
-40.080,748.406,,
-39.507,748.406,,
-38.798,748.406,,
-38.198,748.667,,
-37.627,748.667,,
-37.114,748.667,,
-36.565,748.667,,
-36.164,748.793,,
-36.099,748.793,,
-36.179,748.793,,
-36.360,748.793,,
-36.591,748.787,,
-36.902,748.787,,
-36.950,748.787,,
-36.988,748.787,,
-37.355,748.770,,
-37.811,748.770,,
-37.882,748.770,,
-37.749,748.770,,
-37.515,748.619,,
-37.390,748.619,,
-37.233,748.619,,
-36.897,748.619,,
-36.667,748.448,,
-36.494,748.448,,
-36.343,748.448,,
-36.173,748.448,,
-36.222,748.284,,
-36.630,748.284,,
-37.296,748.284,,
-38.034,748.284,,
-38.595,748.110,,
-38.555,748.110,,
-37.842,748.110,,
-36.364,748.110,,
-34.039,747.894,,
-31.557,747.894,,
-29.207,747.894,,
-26.950,747.894,,
-25.181,747.743,,
-24.089,747.743,,
-23.069,747.743,,
-22.188,747.743,,
-21.634,747.437,,
-21.425,747.437,,
-21.480,747.437,,
-21.959,747.437,,
-22.840,747.348,,
-23.804,747.348,,
-24.971,747.348,,
-26.169,747.348,,
-27.417,747.198,,
-28.592,747.198,,
-29.519,747.198,,
-30.117,747.198,,
-30.502,746.961,,
-31.042,746.961,,
-31.480,746.961,,
-31.766,746.961,,
-32.097,746.666,,
-32.660,746.666,,
-33.709,746.666,,
-34.959,746.666,,
-36.093,746.362,,
-37.030,746.362,,
-37.507,746.362,,
-37.691,746.362,,
-37.744,746.090,,
-37.501,746.090,,
-37.105,746.090,,
-36.587,746.090,,
-36.123,745.721,,
-35.895,745.721,,
-35.622,745.721,,
-35.268,745.721,,
-34.804,745.482,,
-34.292,745.482,,
-33.977,745.482,,
-33.853,745.482,,
-33.973,745.115,,
-34.253,745.115,,
-34.468,745.115,,
-34.592,745.115,,
-34.991,744.844,,
-35.509,744.844,,
-36.061,744.844,,
-36.452,744.844,,
-36.890,744.519,,
-37.285,744.519,,
-37.454,744.519,,
-37.390,744.519,,
-37.553,744.165,,
-37.800,744.165,,
-37.831,744.165,,
-37.579,744.165,,
-37.503,743.835,,
-37.714,743.835,,
-37.872,743.835,,
-37.573,743.835,,
-36.861,743.399,,
-35.932,743.399,,
-35.270,743.399,,
-35.123,743.399,,
-35.321,743.113,,
-35.937,743.113,,
-36.502,743.113,,
-36.481,743.113,,
-36.315,742.691,,
-36.480,742.691,,
-36.823,742.691,,
-37.268,742.691,,
-37.508,742.392,,
-37.407,742.392,,
-37.207,742.392,,
-36.725,742.392,,
-36.348,741.727,,
-36.313,741.727,,
-36.396,741.727,,
-36.495,741.727,,
-36.625,741.457,,
-36.974,741.457,,
-37.396,741.457,,
-37.777,741.457,,
-37.879,740.899,,
-37.849,740.899,,
-37.888,740.899,,
-38.301,740.899,,
-38.696,740.362,,
-38.724,740.362,,
-38.436,740.362,,
-38.018,740.362,,
-37.329,740.098,,
-36.455,740.098,,
-35.680,740.098,,
-35.124,740.098,,
-34.592,739.710,,
-33.920,739.710,,
-33.001,739.710,,
-31.807,739.710,,
-30.121,739.470,,
-28.098,739.470,,
-25.961,739.470,,
-24.068,739.470,,
-22.431,739.089,,
-21.076,739.089,,
-20.020,739.089,,
-19.391,739.089,,
-19.024,738.837,,
-18.960,738.837,,
-19.390,738.837,,
-20.156,738.837,,
-21.174,738.560,,
-22.418,738.560,,
-23.620,738.560,,
-24.701,738.560,,
-25.694,738.401,,
-26.546,738.401,,
-27.223,738.401,,
-27.709,738.401,,
-28.120,738.322,,
-28.330,738.322,,
-28.459,738.322,,
-28.488,738.322,,
-28.669,738.129,,
-29.215,738.129,,
-29.906,738.129,,
-30.714,738.129,,
-31.161,738.201,,
-31.241,738.201,,
-31.477,738.201,,
-31.960,738.201,,
-32.395,738.119,,
-33.174,738.119,,
-34.039,738.119,,
-34.773,738.119,,
-35.153,738.185,,
-35.564,738.185,,
-36.149,738.185,,
-36.710,738.185,,
-37.034,738.183,,
-37.017,738.183,,
-36.803,738.183,,
-36.721,738.183,,
-36.686,738.330,,
-36.396,738.330,,
-35.876,738.330,,
-35.372,738.330,,
-35.182,738.412,,
-35.152,738.412,,
-34.933,738.412,,
-34.664,738.412,,
-34.268,738.490,,
-33.862,738.490,,
-33.619,738.490,,
-33.761,738.490,,
-34.353,738.610,,
-35.175,738.610,,
-36.214,738.610,,
-37.469,738.610,,
-38.573,738.535,,
-39.152,738.535,,
-39.219,738.535,,
-38.797,738.535,,
-38.468,738.704,,
-38.277,738.704,,
